bedrooms,sqft_living,sqft_lot,floors,sqft_above,price
4,1690,3250,1.5,1550,487250
4,1830,8601,2,1830,339000
2,1010,1968,1.5,1010,440000
4,2070,9300,1,1120,366500
3,1710,4500,1.5,1410,462000
4,1660,4690,1.5,1260,560000
4,2080,13629,1,1040,285000
3,1270,9675,2,1270,280000
3,1080,21043,1,1080,210000
3,1610,5100,1.5,1610,690000
2,1120,9912,1,1120,256500
4,2500,5257,2,2500,411000
3,970,7275,1,970,215000
5,3370,5000,1.5,2140,762000
3,1290,189486,1,1290,359950
4,3370,435600,2,3370,480000
4,3410,10769,2,3410,1405000
4,2490,8290,2,2490,390000
2,770,4000,1,770,413500
1,810,3211,2,810,285000
4,3060,10043,1,1700,475000
3,1690,1613,2,1150,386591
3,1890,3825,1,1290,524950
2,1470,3128,2,1470,241000
2,1060,7193,1,1060,461000
4,3480,59242,2,3480,810000
4,2730,3560,1.5,1550,885000
3,1580,7941,2,1580,247000
3,2170,7900,1,1380,296500
2,930,4743,1,930,141800
4,1580,7800,2,1580,333000
5,3290,11900,1.5,3290,602000
4,2110,10698,2,2110,565000
3,1670,3565,2,1670,373000
3,2030,7350,1,1190,588000
3,1500,4100,1.5,1370,485000
3,1450,1445,2,980,482500
4,1310,8250,1,1060,251200
5,4180,49222,2,2880,869000
3,1630,28600,1,1630,464000
4,2660,10452,2,2660,755000
3,1720,1916,2,1720,280000
2,1260,1240,3,1260,485000
3,1610,12247,1,1610,305000
2,680,8064,1,680,110700
4,2640,5900,2,2640,850000
3,1640,7200,2,1640,350000
4,2310,8045,1,1650,319950
3,2010,4905,1,1230,700000
2,1660,4680,1,830,368000
3,2200,3360,2,2200,433500
4,2460,4200,2,2460,611000
2,2430,23400,1,2430,1000000
3,1370,7500,1,1370,307000
3,1800,10200,1,1800,442500
3,2200,7706,2,2200,485000
2,700,2334,1,700,367000
3,1920,15124,2,1920,429000
5,2190,12687,1,1370,446000
3,2030,9791,1,1500,572500
3,1350,2053,3,1350,477000
3,1680,2096,2,1380,518000
5,1250,10530,1,1250,462000
4,2240,6000,1.5,1270,1190000
3,950,7620,1,950,137000
3,2320,3174,2,2060,530000
2,2380,9374,1,2380,818000
2,1540,958,3,1540,640000
5,2100,9752,1,1200,298450
4,2500,4945,2,2500,575000
4,3230,7331,2,3230,730000
3,2830,5802,2,2830,551000
2,870,5340,1.5,870,271310
4,2690,28300,1,2690,675000
3,1260,889,3,1260,479000
4,2680,10000,2,2040,520000
3,2660,4975,2,2660,599950
2,1480,5120,1,840,483945
4,1770,33132,1,1190,390000
2,950,7692,1,950,192500
2,860,8308,1,860,330000
4,1960,7560,1,1160,250000
2,1770,5522,1.5,960,243000
4,1280,6060,1,860,575000
4,2150,12028,2,2150,639000
2,1790,4000,1,1040,710000
3,1990,10260,2,1990,675000
5,2430,4781,2,2430,405000
4,2820,13193,1,1860,615000
3,1910,8190,1,1010,490000
3,1270,1213,2,1040,467000
4,2050,3960,1,1180,480000
6,2150,4505,1,1270,755000
4,2450,13300,1,1630,760000
2,1230,1280,2,960,387000
4,2260,41984,1,2260,925000
2,1050,60113,1,1050,415000
3,1570,7775,2,1570,263000
4,1820,9350,1,1820,519900
2,1540,4025,1,1190,570000
3,2060,44866,1,2060,450000
4,4380,74052,1,4380,1300000
3,1090,9900,1,1090,300000
3,1480,7225,1,1480,320000
4,1320,4440,1.5,1320,387500
1,2140,10350,1,1470,458000
4,4560,16643,1,2230,1212500
4,2800,9764,2,2800,380000
3,1050,5000,1,1050,200000
3,1490,9630,1,1490,385000
2,1730,6375,2,1730,396675
4,1210,3760,1.5,1210,452000
4,2800,8494,2,2800,426000
3,1570,1050,2,1570,792000
3,1400,31626,1,1140,315000
4,2850,7861,1,1450,1275000
6,1880,7200,1,1880,326000
2,790,8424,1,790,268500
2,1300,4000,2,1300,440000
3,2120,7735,1,1060,300000
3,1540,4773,2,1540,525000
4,2620,13777,1.5,1720,978000
6,2880,3192,2,2180,1125000
4,1680,4021,1.5,1680,700000
2,790,6969,1,790,315000
3,1092,7500,1.5,1092,309000
3,1650,9936,1,1090,219950
3,2090,4700,2,2090,289000
4,2180,28710,1,1180,210000
4,1990,6671,2,1990,260000
4,2650,7945,2,2650,699000
4,4460,16953,1,2550,1800000
3,910,8000,1,740,299950
3,2770,10773,2,2770,749950
3,2390,6888,2,2390,1100000
3,3050,158558,1,3050,555000
3,1700,4000,2,1700,384000
5,3200,43560,2,3200,499950
3,1200,4500,1,1200,430000
4,2220,6953,2,2220,350000
3,2480,9041,2,2480,620000
4,2560,12100,1,1760,765000
4,2500,6300,1,1500,250000
2,1150,4000,1,1150,376000
4,1650,7775,1,1150,475000
3,1140,9628,1,1140,120750
3,3400,8965,1,1820,1690000
3,1180,43124,1,1180,330000
3,1700,4105,2,1700,619500
3,1240,11200,1,1240,345000
5,2890,12478,2,2890,598000
3,1060,10050,1,1060,335000
4,1590,10523,2,1590,372500
6,2860,5682,2,2860,300000
1,820,1060,1,760,194000
3,2020,8118,1,1020,507500
4,1870,9680,1,1170,325000
3,2170,4905,2,2170,329900
4,1600,6765,1,830,329000
4,2090,4300,1.5,1250,494000
4,1700,6025,1,1700,206000
4,1940,6909,1,970,423000
3,1320,8625,1,1320,259000
4,3500,13875,1,1830,879950
5,2800,5120,2.5,2800,345600
3,1080,2940,1.5,1080,395000
4,3550,8048,2,3550,625000
3,2010,251341,2,1510,439000
3,1690,1468,2,1380,380000
3,1270,1443,3,1270,440000
3,1970,2377,2,1680,415000
4,3160,8097,2,3160,860000
3,1210,1200,3,1210,500000
4,3120,5086,2,2480,953007
4,2670,8765,2,2670,515000
3,1640,1204,3,1640,772000
4,2303,3680,2,2303,329995
3,1800,3168,2,1800,409316
5,4460,2975,3,3280,490000
2,1590,2656,2,1220,305000
4,3070,4684,2,2190,785000
2,1330,7200,1,1330,240000
3,990,6750,1,990,325000
4,1900,5790,2,1900,535800
3,2020,1159,3,2020,720000
3,2000,9416,1,2000,374000
2,1100,7600,1,1100,189650
1,960,40946,1,960,420850
4,3488,9614,2,3488,815000
2,1890,9466,2,1890,1065000
4,2030,8120,2,2030,199000
3,1380,7350,1,990,195000
4,3660,5800,2.5,3360,1506000
3,1870,3230,2,1870,288400
4,2080,12007,1,1220,442000
4,2450,14803,2,2450,619420
4,2750,6180,1,1500,635000
3,1240,4842,1,1240,210000
3,1900,7604,2,1900,512500
3,2540,6093,2,2540,567000
3,2100,10362,2,1510,525000
4,1790,2250,1,840,475000
3,1170,7258,1,1170,250000
3,1060,9126,1,1060,220000
5,1930,6120,1.5,1930,230000
3,1540,7947,1,1120,385500
5,2876,13927,1,1970,895000
3,2150,7484,2,2150,368250
2,1140,5500,1,1140,249900
3,980,7790,1,980,350000
3,1230,13056,1,1230,175000
3,1390,10905,1,860,270000
3,2380,6250,2,1670,495000
3,3690,7200,2,3690,1580000
5,3010,1074218,1.5,2010,542500
3,1250,9126,1,1250,330000
4,2290,6120,2,2170,1003000
2,790,5240,1,790,299800
3,2720,6014,2,2720,299900
4,2550,8632,1,1700,691000
2,1080,3899,1,1080,195000
3,2470,9620,1,1570,405000
2,850,7710,1,550,360000
3,1990,8991,1,1570,256750
3,1800,10500,2,1800,332500
5,4850,36450,2,4850,975000
3,1020,7874,1,1020,218000
3,2420,49928,2,1860,429000
4,2910,5776,2,2910,589000
3,1060,9039,1,1060,255000
4,2340,6420,1,1590,668750
4,1800,5453,1,1050,344500
4,1660,6150,1,850,452000
3,1300,62290,1,1300,540000
3,1780,23819,1,1780,246000
2,1030,4841,1,920,535000
4,2790,5420,1,1130,970000
3,1150,3000,1,1150,430000
4,3290,11446,2,3290,520000
4,3400,247421,2,3400,712000
2,1200,4000,1,1070,450000
4,2160,8005,2,2160,220000
3,1450,4000,1,950,525000
4,3240,3600,2,2060,1220000
3,1470,1691,2,1000,540000
4,2360,5226,2,2360,600000
3,2230,9053,2,2230,600000
4,2630,48706,2,2630,625000
3,1010,25000,1,1010,150000
3,1445,1471,2,1300,389999
3,2380,6000,1.5,1320,285000
4,2830,13059,2,2830,744000
4,3010,46173,2,3010,700000
4,2000,9000,1,2000,318989
3,2020,3600,2,2020,556000
3,2030,6326,2,2030,275000
3,2550,11160,2,2550,430000
2,970,13700,1,970,300000
3,1540,12446,1,1540,396450
2,1396,111949,1,1396,225000
4,2780,7875,2,2780,700000
6,2220,8797,1,2220,260000
4,2350,13402,2,1670,655000
3,2760,40946,2,2760,1185000
3,4460,26027,2,4460,1550000
3,1440,4421,1,1440,413800
5,5330,6000,2,3570,950000
4,2220,4228,2,2220,334990
5,5305,8401,2,3745,2700000
3,3880,13095,2,3700,1030000
4,3810,8519,1,2680,1130000
3,1960,1168,2,1600,556000
3,1530,1131,3,1530,360000
4,3250,34293,2,3250,480000
3,1750,7208,2,1750,324000
4,3440,35021,2,3440,1050000
1,1170,14149,1,880,275000
3,870,5330,1,870,180000
4,2930,18199,2,2930,749000
3,3160,12824,1,1820,1600000
2,800,3330,1,800,373500
4,2350,8001,2,2350,770000
2,1060,16470,1,1060,356000
3,2060,12558,1,1350,625000
2,1560,1750,1,780,494400
4,3000,42200,1,1500,585000
3,1660,4800,2,1660,926300
3,1650,5100,1,1040,600000
4,3220,8936,2,2450,430000
3,2320,7500,1,2320,307000
4,2750,14982,1,1720,604700
3,910,6000,1,910,219900
2,840,867,2,840,270000
3,1470,1578,2,1090,432000
6,2040,10812,1,2040,300000
3,1100,4046,1.5,1100,361000
2,940,8532,1,940,249950
3,1110,10500,1,1110,320000
4,2200,8100,1.5,1400,305000
2,2860,59612,1,1510,503000
2,740,11250,1,740,235750
4,2740,8520,1,1370,657000
3,1250,7300,1,1250,385000
4,3140,8060,2,3140,389950
2,820,10270,1,820,150000
4,2570,7264,2,1720,254500
4,2350,8140,1,1430,555000
4,3600,9200,1,2100,1075000
4,1580,8000,1,1040,245000
2,1070,5824,1,1070,319950
3,1070,6109,1,1070,337000
4,1640,5000,2,1640,492000
3,2890,12130,2,2830,1170000
3,1220,7876,1,1220,348580
2,1400,4500,1,900,180000
3,1040,6250,1,1040,400000
4,980,10640,1,980,295000
4,3340,10890,1.5,2240,910000
6,6040,219542,2,4100,1150000
3,1900,1612,2,1430,431500
4,1740,7292,1,1020,180000
3,2000,3207,1,1100,677000
3,1610,7200,1,1090,1180500
4,3240,13978,1,1860,635700
5,2230,9600,1,1320,482000
2,1160,2174,2,1160,168000
4,2410,6000,1,1410,805000
2,590,10945,1.5,590,398000
4,2600,17388,2,2600,665000
4,2170,8240,1,1370,592500
4,2080,4000,1.5,2080,940000
4,2860,12394,2,2860,655000
4,2980,8107,2,2980,622500
2,1230,987,2,1060,380000
4,2260,7005,1,1130,648360
3,2200,14925,1,1100,432000
4,3030,12590,1.5,3030,1050000
2,1060,1600,2,1060,353250
4,4260,18687,2,4260,1000000
3,998,844,2,798,320000
4,2052,3723,2,2052,349900
4,3150,6202,2,3150,330000
3,1950,7221,1,1950,408000
3,1347,1292,3,1347,321000
4,3860,5474,2.5,3860,1051000
4,5060,10320,2,5060,2150000
3,1360,885,3,1360,359000
5,2760,6000,2,2760,300000
5,2420,4670,2,2420,380000
3,2450,4332,2,2450,660000
3,1280,959,3,1280,355000
3,1550,3569,2,1550,259000
1,550,1279,2,550,353000
2,1520,1588,2,1240,430000
3,1670,4005,1.5,1170,460000
1,430,5050,1,430,80000
4,2380,9614,2,2380,782000
3,960,9633,1,960,218000
3,1920,6862,1,1120,325000
4,3680,5854,1,2060,980000
4,2530,9200,1,1570,902000
5,3840,16905,2,3840,556000
3,1240,3600,1.5,1240,662990
2,1300,11867,1.5,1300,225000
4,2380,12067,2,2380,439950
2,1300,44431,1,1300,175000
2,780,13500,1,780,306000
4,1810,39639,1,1230,235000
3,2420,12676,2,2420,399500
3,1280,2580,1.5,1280,478000
2,1680,6500,1,1140,515000
3,2510,5400,2,2510,550000
3,1700,8645,1,1700,149000
3,1680,3420,1,960,526000
1,820,59677,1,820,527550
3,4380,42769,2,4380,1050000
3,2600,10092,1,2600,625000
5,3400,7452,2,3400,950000
5,2120,8399,1,1320,377691
4,2250,5700,1,1200,648475
3,1800,5612,1,1200,383000
3,2210,7620,2,2210,535000
3,1560,4080,2,1560,449950
4,2430,20720,1,2430,465425
4,2560,36601,2,2560,675000
3,1960,2500,1.5,1410,599000
3,1110,9762,1,1110,416000
2,1030,4500,1,830,595000
4,1350,11507,1,1350,200000
3,1540,1827,2,1540,402000
4,1830,9600,1,1010,433000
4,1930,15531,2,1930,275000
3,1650,9641,1.5,1650,410000
4,3510,12905,1,2210,554820
4,3370,7920,1,1860,1325000
3,2390,9157,2,2390,735000
3,1230,8114,1,1230,607000
4,2830,213879,2,2830,549900
3,1620,7540,1,1310,258000
4,2290,6250,1.5,1690,661254
4,2840,13367,1,1420,945000
4,4220,196817,2,4220,799950
3,1080,10500,1,1080,132500
3,1620,8645,1,1190,467100
4,4390,11600,2,3060,1610000
3,1620,3975,1,940,641000
3,1010,11244,1,1010,350000
4,1750,8476,1,1240,335000
3,4080,217697,1.5,4080,900000
4,2560,10400,1,1280,440000
3,1120,5500,1.5,1120,464600
4,4740,172497,2,4740,1200000
2,1340,7788,1,1340,300000
4,1590,6750,1,1590,670500
3,1430,5000,1,1080,552000
4,1450,8960,1,1450,244000
4,3500,7200,2,3500,788600
3,1630,8702,1,1630,445000
4,1814,5000,1,944,530000
2,580,7500,1,580,90000
3,1670,4572,1.5,1670,585000
2,1140,8282,1,1140,498000
2,800,6380,1,800,379000
3,1300,2580,1,820,462000
4,2440,7155,2,2440,388000
3,1490,8371,1.5,1490,255000
3,1800,9550,1,1320,665000
3,1830,9152,1,1830,550000
3,1500,3920,1,1000,606000
4,2210,6080,1,1410,334000
3,1270,1323,3,1270,360000
2,1140,1730,1.5,1010,235000
3,1620,1173,3,1470,580000
3,1220,1186,3,1220,355000
2,750,1430,2,750,375000
4,1960,9300,1,1340,372000
3,1370,3000,1.5,1370,479000
5,4580,4443,3,4580,2000000
4,5584,68257,2,5584,1680000
2,1010,4320,1,1010,501000
3,1260,6908,1,1260,245000
3,1740,5782,2,1740,496700
4,2670,10026,2,2670,347000
2,720,7200,1,720,199000
3,2460,4399,2,2460,440500
4,3670,7000,2,3670,820000
4,2630,3435,1.5,1640,325000
3,1570,8459,1,1570,195000
3,2980,28000,1,1820,675000
3,1560,4200,2,1560,295000
3,1620,7410,1,1620,355300
3,1140,5000,1,1140,276000
2,2730,19877,1,1570,460000
3,2130,35169,1,2130,880000
3,1780,4050,2,1780,370000
4,2100,3916,2,2100,346000
3,1140,8800,1,1140,172500
3,1690,9144,1,1140,379950
2,1160,6000,1,860,468000
4,1720,6270,2,1720,477000
3,1210,3328,1.5,1210,529000
3,1255,1374,3,1255,312000
2,880,7683,1,880,326100
3,1050,9206,1.5,1050,360000
3,1650,12940,1,1650,438000
3,1570,9467,1,1570,360000
4,2920,7200,1,1470,1050000
4,3000,4000,1.5,1970,688000
3,1850,7735,1,1850,585000
3,1440,7741,1,1000,265000
3,1440,8775,1,1440,375000
3,1810,12375,2,1810,326500
2,1180,9350,1,1180,160000
4,3070,5850,2,2400,1570000
5,3390,5211,2,3390,735000
2,1470,6120,1,1470,400000
4,2680,7200,1,1380,800000
4,2290,10687,2,2290,949880
3,1980,8100,1,1310,405000
4,2870,9292,2,2540,399000
3,1840,4750,1,1010,730001
4,4060,13000,2,4060,1795000
3,1630,8018,1,1630,260000
2,1880,5400,1.5,1880,751750
3,1780,13095,1,1780,325000
4,2330,6250,1,1400,344950
3,1840,4030,1,1050,457500
5,2330,10750,1,1190,389000
4,3200,6473,2,3200,515000
3,2330,1987,2,1410,732000
3,1950,8868,1,1350,415000
4,3080,4815,2,2300,1655000
2,1040,5527,1,1040,535000
4,1960,3565,2,1960,540000
5,2750,3800,1.5,1750,525000
3,1930,36210,1,1930,570000
5,4850,40902,2,4850,569950
4,1982,6406,2,1982,283200
3,2640,4050,1.5,1750,1100000
4,1850,50662,1,1430,830000
4,1940,9144,1,1430,495000
5,2840,7199,1,1710,292050
5,1900,10226,1,1130,415000
5,1410,6400,1,960,295832
4,2520,8515,2,2520,450000
4,3160,9525,2.5,3160,1381000
4,3720,29043,2,3720,857000
3,1820,1501,2,1430,499950
3,1560,8640,1,1560,465000
3,1600,5952,1,1150,329000
3,1230,11502,1,1230,475000
3,960,8100,1,960,255000
3,1270,4000,1.5,1270,435000
3,2810,7700,2,2810,685000
2,2160,5581,1,2160,715000
3,2520,2152,1.5,1560,780000
2,1180,844,2,990,345000
4,1810,4970,2,1810,355000
3,1680,15711,1,1240,282000
3,910,5250,1,910,244000
3,3250,5797,2,2370,967500
3,2000,7294,1,1520,375000
3,3790,19000,2,3790,1600000
3,2310,78844,1,1760,527500
3,2510,6339,1.5,1810,994000
3,1320,6205,1,1320,313000
3,2370,217800,2,2370,587000
3,900,7500,1,900,304000
3,2540,7680,2,2540,675000
4,2100,9288,1,1050,305000
3,1200,6250,1,920,280000
5,3720,15200,2,3720,960000
3,1760,4539,2,1760,500000
3,1670,7415,1,1320,274950
3,2420,8252,2,2420,455600
5,3480,15185,2,3480,970000
4,1630,4473,2,1630,312900
4,2340,5600,2,2340,535000
2,920,3780,1,920,427000
2,910,6490,1,910,405000
3,1150,4945,1,1150,480000
3,2500,4774,1.5,1450,725000
4,3250,235063,1,3250,293000
4,1930,6600,1,1030,268000
4,3400,234352,2,2500,475000
3,1590,2550,3,1590,488000
4,3330,7399,2,3330,760000
5,4590,14685,2,4590,1710000
3,2610,7256,2,2610,754950
3,1658,2700,2,1658,263900
3,1600,1431,2,1240,460000
3,1296,1051,3,1296,399950
2,1280,835,2,1080,370000
4,5940,11533,2,4950,1149000
4,2510,5311,2,2510,450800
3,2710,3475,2,1650,627000
3,1750,1548,3,1750,495000
3,1430,19901,1.5,1430,310000
4,1660,34848,1,930,550000
2,1320,8865,1,1320,215000
4,2580,209523,2,2580,799000
4,2740,43101,2,2740,630000
3,2495,4400,2,2495,267000
6,2300,24773,1.5,2300,900000
3,1300,12240,1,1300,365000
4,2230,10414,1,1450,544500
4,2020,2750,1,1010,599000
4,2000,3800,2,2000,815000
2,1060,8187,1,1060,254000
2,2080,4800,1,1080,740000
3,2030,24829,1,1220,225000
3,2690,7000,2,1840,925000
4,3240,10800,1,2260,1285000
3,1550,12920,2,1550,537000
4,1480,3132,1,740,335000
4,3040,2800,2,2100,840000
3,1560,7300,1,1040,224000
3,2250,3757,2,2250,395000
3,1100,4600,1,1100,450000
3,1700,6356,1.5,1700,681000
5,2680,28014,1,1450,898000
3,800,2296,1,800,370000
2,1350,6315,1,1350,429000
3,820,7680,1.5,820,150000
3,3160,4270,2,2650,555000
3,1720,28000,1,1720,326000
3,1680,6755,2,1680,225000
3,1300,7958,1,1300,245100
3,2190,10370,2,2190,665000
3,1720,4006,2,1720,535000
3,1160,11776,1,1160,305000
7,3150,34830,1,3150,999000
3,1210,8075,1,1210,215000
3,1980,5100,1,1270,432500
4,2990,5669,2,2990,655000
3,1430,9600,1,1430,266200
3,2060,4030,2,2060,244615
4,2230,52983,2,2230,460000
4,3090,18645,2,3090,370000
6,4250,23326,1,2150,465000
3,1970,23180,1,1100,1175000
2,1700,3171,1,850,189000
3,2510,5503,2,2510,820000
6,3610,17580,1,2070,968000
4,2980,7000,2,2140,1400000
3,1610,6480,1,1610,438750
4,3650,6982,2,2530,1210000
4,2510,38141,1,2510,600000
3,1110,6000,1.5,1110,589000
3,1650,6150,2,1650,590000
3,1980,12150,1,1980,479900
2,880,1157,2,880,210000
3,1490,9800,1,1140,745000
3,2520,5400,1.5,1410,840500
3,1820,22320,1,1250,420000
7,4140,9066,1,2070,565000
4,3420,8405,2,3420,840000
4,3150,7277,2,3150,681716
3,1580,7416,1,1150,600000
3,1660,8281,1,1660,380000
3,1100,10125,1,1100,168500
2,1270,3200,1,960,355000
4,1450,6250,1,990,277000
4,1830,9485,1,1200,236000
3,1300,4127,1,650,270000
2,2320,5500,1.5,1720,700000
4,1680,9545,1,1080,425000
3,2300,5500,1.5,2000,635000
3,1400,4000,1,870,510250
4,2410,4560,2,1800,960000
3,1480,7480,1,1480,254000
3,1390,9624,1.5,1390,299000
2,830,2699,1,830,175000
2,740,9003,1,740,157500
5,1940,6000,1,970,580000
3,1340,15600,1,1340,124740
8,4440,6480,2,3140,1970000
2,800,6240,1,800,285000
3,1310,9645,1,1310,242000
4,2330,4000,2,1300,840000
2,1400,1243,3,1400,474800
4,2360,4367,2,2360,490000
3,1840,5752,2,1840,465000
4,2680,7178,2,2680,515000
3,3890,7140,1,2390,430000
3,1400,8640,1,1400,253400
3,2400,9701,1,2400,355000
4,2920,46355,2,2920,740000
2,1390,1302,2,1390,186950
3,1680,11193,2,1680,306000
4,2040,8800,1,1020,510000
2,1080,4000,1,1080,345000
3,2280,4280,1,1280,875000
4,4490,5099,2,3390,700000
4,4700,9160,1,2520,1400000
4,2798,4473,2,2798,499950
3,2810,5400,2,2810,739000
4,3753,7204,2,3336,363000
4,3910,8095,2,3130,782000
2,1050,1609,2,1050,325000
4,1600,4300,1.5,1600,485000
4,2590,10002,1,1340,452000
4,1720,9753,1,1120,264950
6,4410,14034,1,2350,472000
3,1590,11914,1,1090,267500
4,2440,22594,2,2440,565000
3,1360,1016,3,1310,535000
2,910,7000,1,910,389000
4,1390,7200,1,1140,400000
3,1470,14821,1,1470,264000
4,2920,9904,2,2920,690000
3,1950,52256,1,1950,412000
3,2390,4555,2,2390,695000
3,1270,11600,1,1270,246500
2,950,7560,1,950,230000
2,900,423838,1,900,302000
4,2280,6660,1.5,1960,820000
3,1010,5490,1,1010,145000
2,1260,5000,1,1040,436500
4,4730,13586,1.5,4270,2453500
3,2620,21587,2,2620,672000
3,2330,4000,1.5,1520,680000
5,2170,2440,1.5,1450,750500
5,2450,9488,1,1240,550000
4,1880,7632,1,1180,266500
4,2300,3400,1.5,1550,619000
3,1240,14404,1,1240,405000
2,820,3844,1,820,300000
4,1530,6375,2,1530,231000
5,2900,12160,1,1890,790000
4,1240,3867,1,800,400000
4,4140,13392,2,4140,950000
4,2240,7725,1,1120,450000
3,1480,5000,1,750,595000
3,2270,8876,1,1380,332000
3,1250,6250,1,1030,155000
5,1930,9747,1,1020,400000
4,1700,7800,1,1120,349000
3,1590,6420,1,1590,529000
5,1880,10000,1,960,405000
4,1640,4240,1,920,635200
3,2600,5085,1,1400,540000
2,710,1173,2,710,402000
6,6980,15682,3,5330,3100000
3,1460,5040,1,1100,329932
3,2080,9827,2,2080,300000
5,2630,9216,2,2630,525000
4,4430,21000,2,4430,2750000
4,2760,6850,2,2760,602500
4,1670,12056,1,1670,400000
4,1990,4725,1.5,1190,445000
3,2600,5238,1.5,1890,525000
2,1320,1824,1.5,1320,395000
3,2240,3800,2,1370,510000
4,1960,8680,1,1290,723000
3,2590,108900,2,1980,503000
4,2620,6707,2,2620,672500
3,2770,9136,2,2770,860000
3,2110,10005,1,1110,475300
4,2290,4539,2,2290,295000
4,4960,6000,2.5,3680,1425000
2,1110,26051,1,1110,250000
4,3310,6166,2,3310,658000
2,900,8580,1,900,83000
3,1940,7313,1,1440,685000
3,1590,7617,2,1590,210000
3,2930,6050,2,2930,650880
4,2040,22653,2,2040,350000
2,1000,905,3,1000,305000
3,1730,1229,2,1320,645000
3,1220,4800,1,1220,385000
3,3060,12095,2,3060,860000
4,2910,5000,2,2910,395000
3,1050,5850,1,1050,260000
3,1560,7352,1,1560,196440
3,1680,3000,1,840,425000
4,4140,20734,1,3300,2400000
3,1550,8509,1,1150,369000
6,5700,20000,1,2850,1385000
3,2200,7278,2,2200,349900
2,1740,2500,2,1210,650000
3,1210,9525,1,1210,299950
4,4240,25639,2,3550,625000
3,1590,11745,1,1090,190000
4,3420,7200,1,1770,715000
4,3190,11375,1,2210,659000
3,1920,5405,1,960,490000
2,1340,4664,1,1340,415000
3,1700,8400,1,1460,750000
4,2310,3570,1.5,1490,700000
3,1510,44000,1,1240,425000
3,2670,10082,1,2670,642000
4,2060,8470,1,1440,655000
3,2090,6000,1.5,2090,1365000
5,3090,23265,1,2990,458000
2,1240,1546,2,1240,330000
3,1860,3690,2,1860,384950
3,2000,7350,1,2000,560000
4,2500,92347,1,1500,950000
4,1820,20349,1,1340,465000
3,1820,8058,1,1260,425000
3,1060,5750,1,1060,315000
3,1950,9906,2,1950,530000
2,940,4800,1,940,399000
2,1220,3568,1.5,1220,168000
5,4180,17935,2,4180,1886700
3,1200,9800,1,1200,374000
5,3990,18897,2,3090,740000
2,1880,7560,1,940,280000
4,2280,7200,2,2280,322000
3,2580,11000,1,1290,459900
4,2600,4674,1,1560,750000
4,3150,13700,2,3150,1256500
4,5550,28078,2,3350,3710000
5,2220,4000,1,1230,427000
2,1730,31491,2,1730,800000
4,2840,4120,1.5,2060,735000
4,2560,8780,2,2560,642000
3,1330,6000,1,630,240000
2,1890,5202,1.5,1890,645500
7,4290,37607,1.5,4290,840000
2,1540,54450,2,1540,475000
4,2340,50233,1,1170,568000
3,2180,10230,1,1090,325000
3,2780,11964,2,2780,825500
4,2620,6019,2,2620,499431
4,3760,5000,2,2860,919204
4,2720,4738,2,2720,545000
3,2675,40910,2,2675,660000
5,2080,13189,2,2080,538888
3,2460,12028,2,2460,693000
3,1960,3480,2,1960,289950
4,2550,6256,2,2550,587000
3,1760,1146,3,1760,615000
3,1620,7330,1,1090,459000
3,1790,12000,1,1040,243000
4,3480,7232,2,2580,1505000
4,2780,9900,2,2780,660000
5,3640,8239,2,2540,1595000
1,750,4000,1,750,250000
3,960,6634,1,960,315000
3,2030,8880,1,1330,404000
3,2930,5569,1,1860,559900
2,1380,1073,2,1140,285000
3,1720,5525,1,960,500000
2,1210,4800,1,1060,380000
3,950,4250,1.5,950,469000
2,1710,4234,2,1330,405000
2,1410,12282,1.5,1410,439900
4,2910,7631,2,2910,525000
4,2220,7064,2,2220,580000
5,3160,13238,2,3160,1250000
3,1380,4500,1,1380,275000
3,1760,5000,1,960,629000
1,730,3000,1,730,395000
4,2460,5000,2,1620,965000
3,2160,6272,1,1390,820000
4,1990,4600,1.5,1420,661000
3,3740,39640,2,3740,789000
4,2710,5500,2,2710,668500
3,2680,7836,2,2680,350000
4,1850,7560,1,1540,250000
4,3190,7869,2,3190,725995
3,2730,5832,2,2730,1000000
3,1840,9990,2,1840,686000
4,2720,10000,2,2720,665000
4,4370,8510,2,3610,1965221
3,2290,3475,2,2290,653000
2,990,4802,1,990,430000
2,1140,2980,2,1140,305000
4,1840,4337,2,1840,809000
2,1110,6800,1,1000,440150
4,2150,9070,2,2150,615000
3,2230,5750,2,2230,1035000
2,1170,6000,1,970,455000
3,1960,7200,1,980,635000
3,2610,9002,2,2610,675000
3,2130,8721,1,1570,316000
3,3020,43560,2,2720,955000
3,1670,5400,2,1670,985000
3,1890,7004,1,1290,465500
3,950,13475,1,950,305000
4,2430,14400,1,1670,645000
4,2360,6000,1,1260,730000
3,1510,8301,1,1510,366000
3,2080,4828,2,2080,290000
3,1750,15500,1,1490,472500
3,1810,4064,1.5,1810,550000
4,1790,11875,1,1490,410000
4,2340,11034,1,1720,440000
3,1690,9626,2,1690,535000
4,2070,7476,2,2070,300000
3,2240,6396,2,2240,432500
4,4500,21780,2,3040,870000
3,2770,39927,1,1580,492000
3,1010,7245,1,1010,199950
3,1120,6900,1,1120,439800
5,3020,21441,1,1510,320000
4,4400,186846,2,4400,687000
3,1990,5650,1,1320,345000
3,1450,8820,1,1050,274950
4,1920,8497,2,1920,270000
2,1175,1366,2,740,342000
3,1320,13200,1,1320,327000
5,3990,3839,1,1990,610000
2,1140,5720,1,850,455000
4,1720,4240,1.5,1460,540000
4,2150,9915,1,1240,411000
3,1790,8203,1.5,1790,544000
